ImageId,Label
1275,0
1276,9
1277,0
1278,3
1279,7
1280,6
1281,1
1282,9
1283,7
1284,0
1285,7
1286,1
1287,0
1288,3
1289,3
1290,1
1291,9
1292,6
1293,9
1294,6
1295,0
1296,9
1297,6
1298,6
1299,3
1300,6
1301,6
1302,6
1303,1
1304,1
1305,9
1306,0
1307,7
1308,6
1309,0
1310,9
1311,6
1312,7
1313,9
1314,0
1315,9
1316,6
1317,3
1318,9
1319,7
1320,0
1321,9
1322,6
1323,0
1324,1
1325,6
1326,0
1327,3
1328,6
1329,6
1330,1
1331,3
1332,0
1333,3
1334,1
1335,9
1336,1
1337,9
1338,0
1339,6
1340,3
1341,3
1342,9
1343,1
1344,3
1345,3
1346,0
1347,0
1348,6
1349,1
1350,6
1351,3
1352,6
1353,7
1354,3
1355,3
1356,3
1357,9
1358,3
1359,1
1360,0
1361,9
1362,6
1363,7
1364,3
1365,6
1366,9
1367,0
1368,6
1369,3
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,0
1378,0
1379,9
1380,1
1381,7
1382,9
1383,0
1384,6
1385,7
1386,0
1387,9
1388,6
1389,6
1390,7
1391,0
1392,9
1393,3
1394,7
1395,9
1396,9
1397,7
1398,3
1399,7
1400,9
1401,1
1402,0
1403,8
1404,3
1405,3
1406,0
1407,7
1408,6
1409,9
1410,0
1411,9
1412,1
1413,0
1414,1
1415,1
1416,3
1417,7
1418,0
1419,1
1420,7
1421,9
1422,3
1423,3
1424,6
1425,6
1426,6
1427,0
1428,0
1429,6
1430,6
1431,9
1432,7
1433,1
1434,9
1435,6
1436,6
1437,9
1438,9
1439,9
1440,9
1441,6
1442,3
1443,3
1444,7
1445,9
1446,6
1447,0
1448,9
1449,9
1450,0
1451,6
1452,6
1453,7
1454,0
1455,9
1456,0
1457,6
1458,7
1459,0
1460,6
1461,0
1462,3
1463,3
1464,6
1465,3
1466,0
1467,3
1468,1
1469,7
1470,3
1471,1
1472,0
1473,6
1474,0
1475,9
1476,3
1477,3
1478,9
1479,9
1480,6
1481,6
1482,7
1483,6
1484,9
1485,9
1486,0
1487,7
1488,0
1489,9
1490,6
1491,7
1492,3
1493,6
1494,9
1495,0
1496,0
1497,6
1498,6
1499,0
1500,3
1501,0
1502,1
1503,6
1504,3
1505,6
1506,6
1507,0
1508,1
1509,3
1510,0
1511,7
1512,3
1513,6
1514,9
1515,3
1516,3
1517,1
1518,7
1519,3
1520,9
1521,0
1522,9
1523,9
1524,1
1525,1
1526,0
1527,6
1528,3
1529,3
1530,0
1531,9
1532,1
1533,6
1534,9
1535,0
1536,7
1537,0
1538,9
1539,0
1540,0
1541,7
1542,1
1543,3
1544,0
1545,0
1546,6
1547,9
1548,7
1549,9
1550,9
1551,6
1552,0
1553,1
1554,9
1555,3
1556,7
1557,9
1558,6
1559,0
1560,0
1561,0
1562,9
1563,6
1564,7
1565,0
1566,0
1567,6
1568,9
1569,9
1570,6
1571,3
1572,0
1573,6
1574,7
1575,0
1576,3
1577,6
1578,1
1579,7
1580,3
1581,3
1582,6
1583,6
1584,1
1585,9
1586,6
1587,3
1588,9
1589,6
1590,3
1591,3
1592,6
1593,3
1594,3
1595,3
1596,9
1597,1
1598,3
1599,3
1600,0
1601,6
1602,7
1603,7
1604,6
1605,3
1606,0
1607,3
1608,3
1609,6
1610,1
1611,0
1612,9
1613,3
1614,3
1615,1
1616,9
1617,3
1618,3
1619,1
1620,1
1621,3
1622,6
1623,1
1624,3
1625,9
1626,9
1627,9
1628,6
1629,6
1630,7
1631,0
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,6
1639,6
1640,6
1641,3
1642,7
1643,7
1644,7
1645,1
1646,9
1647,6
1648,1
1649,0
1650,0
1651,1
1652,7
1653,7
1654,6
1655,6
1656,9
1657,6
1658,3
1659,9
1660,6
1661,1
1662,3
1663,6
1664,1
1665,3
1666,3
1667,6
1668,6
1669,0
1670,6
1671,6
1672,0
1673,9
1674,0
1675,9
1676,6
1677,3
1678,0
1679,1
1680,3
1681,3
1682,0
1683,6
1684,3
1685,3
1686,6
1687,9
1688,3
1689,3
1690,7
1691,7
1692,0
1693,6
1694,0
1695,1
1696,7
1697,9
1698,0
1699,9
1700,0
1701,3
1702,6
1703,0
1704,9
1705,0
1706,3
1707,0
1708,6
1709,0
1710,7
1711,7
1712,1
1713,0
1714,9
1715,9
1716,9
1717,7
1718,0
1719,3
1720,1
1721,3
1722,3
1723,6
1724,3
1725,9
1726,3
1727,1
1728,6
1729,0
1730,9
1731,3
1732,9
1733,1
1734,9
1735,9
1736,0
1737,3
1738,0
1739,1
1740,0
1741,0
1742,0
1743,3
1744,9
1745,9
1746,9
1747,1
1748,0
1749,0
1750,0
1751,7
1752,1
1753,6
1754,6
1755,3
1756,7
1757,0
1758,3
1759,6
1760,3
1761,6
1762,6
1763,7
1764,9
1765,1
1766,6
1767,9
1768,0
1769,3
1770,1
1771,0
1772,3
1773,3
1774,0
1775,3
1776,6
1777,6
1778,3
1779,7
1780,9
1781,6
1782,0
1783,7
1784,0
1785,6
1786,6
1787,3
1788,3
1789,3
1790,3
1791,9
1792,1
1793,9
1794,6
1795,9
1796,3
1797,3
1798,6
1799,0
1800,9
1801,0
1802,0
1803,0
1804,0
1805,3
1806,0
1807,9
1808,3
1809,6
1810,7
1811,6
1812,6
1813,0
1814,0
1815,1
1816,6
1817,0
1818,6
1819,0
1820,3
1821,7
1822,6
1823,1
1824,3
1825,9
1826,9
1827,3
1828,0
1829,3
1830,0
1831,9
1832,6
1833,6
1834,3
1835,1
1836,0
1837,0
1838,9
1839,0
1840,6
1841,6
1842,3
1843,9
1844,3
1845,0
1846,3
1847,7
1848,1
1849,0
1850,6
1851,0
1852,6
1853,6
1854,9
1855,7
1856,9
1857,3
1858,6
1859,0
1860,7
1861,3
1862,1
1863,6
1864,7
1865,1
1866,3
1867,1
1868,6
1869,6
1870,1
1871,0
1872,3
1873,3
1874,6
1875,9
1876,0
1877,3
1878,7
1879,3
1880,7
1881,9
1882,9
1883,9
1884,3
1885,0
1886,9
1887,0
1888,1
1889,9
1890,6
1891,9
1892,7
1893,6
1894,0
1895,0
1896,6
1897,1
1898,3
1899,6
1900,9
1901,0
1902,0
1903,0
1904,3
1905,7
1906,9
1907,6
1908,6
1909,9
1910,9
1911,1
1912,0
1913,0
1914,9
1915,1
1916,7
1917,9
1918,0
1919,6
1920,9
1921,0
1922,6
1923,9
1924,3
1925,9
1926,3
1927,1
1928,9
1929,9
1930,9
1931,6
1932,6
1933,6
1934,0
1935,6
1936,1
1937,3
1938,0
1939,9
1940,3
1941,9
1942,7
1943,0
1944,7
1945,6
1946,0
1947,6
1948,6
1949,6
1950,0
1951,7
1952,9
1953,0
1954,3
1955,7
1956,7
1957,6
1958,0
1959,0
1960,0
1961,0
1962,3
1963,6
1964,6
1965,3
1966,6
1967,1
1968,9
1969,6
1970,0
1971,9
1972,9
1973,9
1974,0
1975,6
1976,9
1977,0
1978,9
1979,3
1980,0
1981,9
1982,9
1983,6
1984,9
1985,0
1986,3
1987,0
1988,1
1989,7
1990,0
1991,9
1992,6
1993,7
1994,6
1995,6
1996,3
1997,0
1998,0
1999,3
2000,7
2001,6
2002,6
2003,1
2004,6
2005,7
2006,3
2007,0
2008,9
2009,7
2010,1
2011,1
2012,9
2013,1
2014,6
2015,8
2016,7
2017,0
2018,6
2019,9
2020,7
2021,0
2022,9
2023,9
2024,6
2025,3
2026,6
2027,7
2028,3
2029,3
2030,9
2031,6
2032,0
2033,3
2034,0
2035,6
2036,0
2037,6
2038,3
2039,3
2040,3
2041,7
2042,7
2043,3
2044,9
2045,9
2046,3
2047,6
2048,0
2049,3
2050,9
2051,0
2052,9
2053,9
2054,0
2055,6
2056,6
2057,9
2058,3
2059,3
2060,0
2061,9
2062,0
2063,7
2064,0
2065,0
2066,0
2067,3
2068,9
2069,1
2070,9
2071,9
2072,9
2073,6
2074,9
2075,6
2076,6
2077,9
2078,0
2079,0
2080,6
2081,3
2082,1
2083,6
2084,6
2085,3
2086,3
2087,0
2088,3
2089,0
2090,0
2091,7
2092,3
2093,3
2094,3
2095,9
2096,6
2097,3
2098,3
2099,9
2100,3
2101,7
2102,7
2103,9
2104,3
2105,6
2106,6
2107,9
2108,0
2109,6
2110,0
2111,6
2112,7
2113,9
2114,3
2115,3
2116,9
2117,0
2118,6
2119,3
2120,1
2121,9
2122,3
2123,6
2124,7
2125,0
2126,8
2127,7
2128,0
2129,6
2130,6
2131,3
2132,9
2133,9
2134,0
2135,7
2136,6
2137,6
2138,1
2139,9
2140,6
2141,6
2142,1
2143,0
2144,3
2145,0
2146,0
2147,0
2148,1
2149,1
2150,9
2151,7
2152,0
2153,3
2154,6
2155,0
2156,0
2157,0
2158,3
2159,0
2160,6
2161,9
2162,1
2163,0
2164,7
2165,3
2166,3
2167,6
2168,1
2169,6
2170,0
2171,9
2172,0
2173,3
2174,0
2175,7
2176,9
2177,0
2178,3
2179,7
2180,9
2181,9
2182,6
2183,0
2184,9
2185,6
2186,6
2187,9
2188,1
2189,7
2190,9
2191,7
2192,9
2193,9
2194,7
2195,9
2196,6
2197,0
2198,9
2199,0
2200,0
2201,1
2202,9
2203,3
2204,3
2205,9
2206,0
2207,3
2208,6
2209,6
2210,6
2211,0
2212,9
2213,3
2214,1
2215,3
2216,6
2217,7
2218,3
2219,7
2220,7
2221,1
2222,0
2223,0
2224,9
2225,0
2226,1
2227,3
2228,3
2229,1
2230,1
2231,9
2232,3
2233,3
2234,1
2235,1
2236,7
2237,9
2238,9
2239,6
2240,0
2241,6
2242,9
2243,3
2244,6
2245,9
2246,9
2247,6
2248,3
2249,3
2250,3
2251,9
2252,9
2253,3
2254,6
2255,9
2256,1
2257,9
2258,6
2259,0
2260,6
2261,0
2262,0
2263,9
2264,0
2265,1
2266,6
2267,0
2268,9
2269,3
2270,0
2271,1
2272,0
2273,3
2274,9
2275,0
2276,7
2277,6
2278,6
2279,6
2280,7
2281,9
2282,0
2283,3
2284,3
2285,6
2286,0
2287,0
2288,0
2289,9
2290,6
2291,0
2292,9
2293,3
2294,1
2295,9
2296,3
2297,6
2298,9
2299,6
2300,7
2301,3
2302,6
2303,0
2304,3
2305,9
2306,0
2307,3
2308,3
2309,1
2310,6
2311,9
2312,0
2313,9
2314,7
2315,0
2316,1
2317,3
2318,0
2319,3
2320,3
2321,6
2322,9
2323,3
2324,0
2325,9
2326,3
2327,9
2328,6
2329,3
2330,0
2331,6
2332,3
2333,6
2334,9
2335,6
2336,7
2337,0
2338,9
2339,9
2340,9
2341,9
2342,6
2343,7
2344,3
2345,6
2346,9
2347,9
2348,6
2349,6
2350,0
2351,9
2352,9
2353,9
2354,7
2355,9
2356,1
2357,7
2358,3
2359,6
2360,6
2361,0
2362,0
2363,6
2364,7
2365,1
2366,6
2367,0
2368,6
2369,0
2370,9
2371,9
2372,3
2373,9
2374,3
2375,1
2376,1
2377,6
2378,7
2379,6
2380,7
2381,0
2382,3
2383,6
2384,6
2385,3
2386,9
2387,6
2388,7
2389,6
2390,6
2391,7
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,3
2400,9
2401,9
2402,3
2403,0
2404,1
2405,7
2406,0
2407,1
2408,9
2409,0
2410,9
2411,9
2412,0
2413,1
2414,9
2415,0
2416,9
2417,8
2418,9
2419,3
2420,3
2421,0
2422,0
2423,0
2424,0
2425,0
2426,9
2427,9
2428,3
2429,9
2430,3
2431,0
2432,0
2433,0
2434,3
2435,3
2436,3
2437,0
2438,9
2439,0
2440,1
2441,1
2442,0
2443,9
2444,3
2445,3
2446,3
2447,3
2448,9
2449,9
2450,1
2451,0
2452,6
2453,3
2454,0
2455,0
2456,6
2457,9
2458,1
2459,9
2460,6
2461,7
2462,0
2463,3
2464,3
2465,6
2466,7
2467,0
2468,3
2469,3
2470,9
2471,7
2472,3
2473,1
2474,9
2475,6
2476,3
2477,3
2478,9
2479,0
2480,3
2481,1
2482,3
2483,9
2484,0
2485,1
2486,7
2487,9
2488,7
2489,9
2490,6
2491,1
2492,0
2493,6
2494,6
2495,9
2496,0
2497,9
2498,3
2499,3
2500,9
2501,3
2502,7
2503,6
2504,9
2505,1
2506,9
2507,3
2508,9
2509,1
2510,0
2511,3
2512,3
2513,1
2514,0
2515,3
2516,7
2517,3
2518,6
2519,8
2520,3
2521,0
2522,3
2523,0
2524,0
2525,0
2526,0
2527,3
2528,9
2529,0
2530,6
2531,6
2532,9
2533,1
2534,0
2535,9
2536,3
2537,9
2538,3
2539,9
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,0
2547,0
2548,3
2549,9
2550,7
2551,3
2552,6
2553,6
2554,6
2555,6
2556,6
2557,7
2558,3
2559,6
2560,9
2561,9
2562,0
2563,7
2564,1
2565,3
2566,6
2567,0
2568,9
2569,9
2570,9
2571,6
2572,6
2573,6
2574,9
2575,1
2576,0
2577,3
2578,3
2579,0
2580,1
2581,6
2582,9
2583,6
2584,0
2585,7
2586,7
2587,3
2588,9
2589,6
2590,3
2591,9
2592,3
2593,0
2594,7
2595,9
2596,6
2597,6
2598,3
2599,9
2600,0
2601,3
2602,9
2603,6
2604,3
2605,9
2606,9
2607,0
2608,1
2609,6
2610,7
2611,7
2612,6
2613,9
2614,6
2615,6
2616,7
2617,6
2618,6
2619,3
2620,3
2621,0
2622,3
2623,1
2624,6
2625,9
2626,1
2627,9
2628,9
2629,6
2630,9
2631,6
2632,9
2633,0
2634,9
2635,9
2636,9
2637,9
2638,3
2639,3
2640,0
2641,1
2642,6
2643,3
2644,3
2645,7
2646,3
2647,8
2648,9
2649,7
2650,9
2651,1
2652,0
2653,1
2654,9
2655,0
2656,7
2657,9
2658,9
2659,0
2660,9
2661,7
2662,9
2663,0
2664,9
2665,6
2666,7
2667,9
2668,9
2669,7
2670,0
2671,3
2672,6
2673,0
2674,3
2675,9
2676,3
2677,9
2678,0
2679,3
2680,6
2681,6
2682,6
2683,6
2684,6
2685,7
2686,9
2687,1
2688,9
2689,6
2690,3
2691,3
2692,0
2693,9
2694,0
2695,9
2696,0
2697,1
2698,9
2699,9
2700,7
2701,7
2702,3
2703,9
2704,0
2705,3
2706,1
2707,9
2708,3
2709,6
2710,7
2711,9
2712,1
2713,0
2714,0
2715,1
2716,6
2717,6
2718,6
2719,6
2720,7
2721,3
2722,7
2723,3
2724,6
2725,0
2726,0
2727,0
2728,6
2729,1
2730,0
2731,6
2732,6
2733,9
2734,9
2735,1
2736,6
2737,9
2738,6
2739,0
2740,3
2741,7
2742,7
2743,6
2744,7
2745,9
2746,7
2747,0
2748,9
2749,0
2750,0
2751,9
2752,3
2753,1
2754,9
2755,6
2756,3
2757,0
2758,0
2759,3
2760,6
2761,9
2762,9
2763,1
2764,1
2765,6
2766,1
2767,3
2768,3
2769,3
2770,1
2771,0
2772,3
2773,6
2774,0
2775,0
2776,7
2777,3
2778,0
2779,6
2780,1
2781,6
2782,1
2783,1
2784,6
2785,3
2786,3
2787,6
2788,1
2789,7
2790,9
2791,7
2792,6
2793,7
2794,0
2795,1
2796,9
2797,6
2798,3
2799,7
2800,6
2801,9
2802,9
2803,9
2804,0
2805,6
2806,3
2807,0
2808,6
2809,6
2810,9
2811,6
2812,1
2813,9
2814,3
2815,9
2816,0
2817,1
2818,0
2819,1
2820,1
2821,9
2822,7
2823,0
2824,1
2825,3
2826,9
2827,6
2828,1
2829,9
2830,3
2831,9
2832,3
2833,7
2834,3
2835,6
2836,9
2837,0
2838,0
2839,0
2840,6
2841,9
2842,6
2843,1
2844,1
2845,6
2846,1
2847,3
2848,1
2849,9
2850,9
2851,7
2852,9
2853,7
2854,1
2855,0
2856,6
2857,9
2858,6
2859,0
2860,3
2861,3
2862,9
2863,0
2864,1
2865,1
2866,6
2867,0
2868,0
2869,1
2870,3
2871,7
2872,6
2873,9
2874,3
2875,9
2876,0
2877,9
2878,0
2879,3
2880,1
2881,9
2882,9
2883,3
2884,1
2885,7
2886,0
2887,9
2888,6
2889,6
2890,0
2891,6
2892,6
2893,0
2894,6
2895,7
2896,9
2897,9
2898,3
2899,1
2900,3
2901,3
2902,3
2903,1
2904,1
2905,3
2906,0
2907,0
2908,7
2909,3
2910,6
2911,1
2912,6
2913,0
2914,6
2915,7
2916,9
2917,3
2918,6
2919,7
2920,3
2921,3
2922,6
2923,9
2924,9
2925,9
2926,3
2927,7
2928,7
2929,3
2930,0
2931,1
2932,7
2933,7
2934,3
2935,7
2936,6
2937,9
2938,3
2939,0
2940,6
2941,1
2942,9
2943,7
2944,7
2945,7
2946,6
2947,9
2948,9
2949,7
2950,6
2951,9
2952,0
2953,7
2954,9
2955,0
2956,0
2957,7
2958,6
2959,1
2960,6
2961,0
2962,3
2963,7
2964,3
2965,0
2966,6
2967,9
2968,0
2969,6
2970,3
2971,3
2972,3
2973,9
2974,7
2975,9
2976,0
2977,1
2978,1
2979,1
2980,9
2981,0
2982,6
2983,1
2984,7
2985,0
2986,7
2987,9
2988,3
2989,7
2990,3
2991,3
2992,1
2993,0
2994,7
2995,1
2996,0
